,Cluster,age,Years_Enrolled,age_divide,Recency,Income,Total_Expenses,Savings,economic_status,Qualification,togetherness,family,children,Kidhome,MntWines,Teenhome,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Ttl_Campaign,Ttl_no_Purchase,Deals_Purchase_Ratio,Store_Purchase_Ratio,Web_Purchase_Ratio,Catalogue_Purchase_Ratio,avg_web_visits,Ttl_place_purchase
756,Lowest,45,10,Young,not frequent,31626.0,87,31539.0,Lower middle,Post graduate,no,no,1,1,39,0,1,9,2,1,34,1,2,1,2,7,yes,no,no,no,no,no,yes,1,6,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5833333333333334,6
757,Upper middle class,71,9,Elderly,frequent,75127.0,868,74259.0,Upper middle,Graduate,no,no,0,0,203,0,35,305,46,17,227,1,2,11,5,1,no,no,no,no,no,no,no,0,19,0.05263157894736842,0.2631578947368421,0.10526315789473684,0.5789473684210527,0.08333333333333333,19
758,Lowest,68,10,Elderly,frequent,48726.0,245,48481.0,Lower middle,Graduate,yes,yes,1,0,138,1,3,38,4,0,59,3,3,2,4,6,no,no,no,no,no,no,no,0,12,0.25,0.3333333333333333,0.25,0.16666666666666666,0.5,12
759,Upper middle class,46,11,MiddleAge,not frequent,74985.0,1920,73065.0,Upper middle,Graduate,yes,no,0,0,587,0,51,898,247,0,86,1,3,6,7,2,no,no,no,no,no,no,no,0,17,0.058823529411764705,0.4117647058823529,0.17647058823529413,0.35294117647058826,0.16666666666666666,17
760,Upper middle class,36,11,Young,not frequent,67430.0,1461,65969.0,Upper middle,Graduate,yes,no,0,0,595,0,97,291,127,133,121,1,11,5,12,6,no,no,no,no,no,no,no,0,29,0.034482758620689655,0.41379310344827586,0.3793103448275862,0.1724137931034483,0.5,29
761,Lowest,58,10,MiddleAge,frequent,46891.0,195,46696.0,Lower middle,Graduate,yes,yes,1,0,43,1,12,23,29,15,61,1,2,1,4,4,no,no,no,no,no,no,no,0,8,0.125,0.5,0.25,0.125,0.3333333333333333,8
762,Low,67,10,Elderly,frequent,62058.0,457,61601.0,Upper middle,Post graduate,yes,yes,1,0,301,1,7,74,10,0,58,4,6,1,7,6,no,no,no,no,no,no,no,0,18,0.2222222222222222,0.3888888888888889,0.3333333333333333,0.05555555555555555,0.5,18
763,Highest economic class,44,10,Young,not frequent,72063.0,790,71273.0,Upper middle,Graduate,yes,yes,1,0,180,1,32,348,76,32,90,2,5,2,12,2,no,no,no,no,no,no,no,0,21,0.09523809523809523,0.5714285714285714,0.23809523809523808,0.09523809523809523,0.16666666666666666,21
764,Upper middle class,72,10,Elderly,frequent,78939.0,1622,77317.0,Upper middle,Post graduate,yes,no,0,0,794,0,115,243,150,0,205,1,8,5,6,3,no,no,no,no,no,no,no,0,20,0.05,0.3,0.4,0.25,0.25,20
765,Low,58,10,MiddleAge,not frequent,42720.0,659,42061.0,Lower middle,Graduate,no,no,2,1,392,1,5,91,28,26,112,8,7,3,7,8,no,no,no,no,no,no,yes,0,25,0.32,0.28,0.28,0.12,0.6666666666666666,25
766,Lowest,51,10,MiddleAge,not frequent,33622.0,82,33540.0,Lower middle,Graduate,yes,yes,2,1,39,1,1,22,3,4,12,3,2,0,4,7,no,no,no,no,no,no,no,0,9,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.0,0.5833333333333334,9
767,Lowest,66,11,Elderly,frequent,6835.0,139,6696.0,Low,Post graduate,yes,yes,1,0,107,1,2,12,2,2,12,0,0,0,1,20,no,no,no,no,no,no,no,0,1,0.0,1.0,0.0,0.0,1.6666666666666667,1
768,Lowest,70,10,Elderly,frequent,41452.0,16,41436.0,Lower middle,Graduate,yes,yes,2,1,13,1,0,3,0,0,0,1,1,0,2,7,no,no,no,no,no,no,no,0,4,0.25,0.5,0.25,0.0,0.5833333333333334,4
769,Lowest,58,10,MiddleAge,frequent,40760.0,93,40667.0,Lower middle,Post graduate,no,no,1,0,70,1,0,17,0,0,6,2,2,1,3,6,no,no,no,no,no,no,no,0,8,0.25,0.375,0.25,0.125,0.5,8
770,Highest economic class,65,9,Elderly,frequent,74250.0,1169,73081.0,Upper middle,Post graduate,yes,no,0,0,680,0,11,392,75,0,0,1,2,11,4,1,no,no,no,no,no,no,no,0,18,0.05555555555555555,0.2222222222222222,0.1111111111111111,0.6111111111111112,0.08333333333333333,18
771,Lowest,68,10,Elderly,frequent,51124.0,44,51080.0,Lower middle,Post graduate,no,no,2,1,26,1,1,11,0,1,4,2,1,0,3,3,no,no,no,no,no,no,no,0,6,0.3333333333333333,0.5,0.16666666666666666,0.0,0.25,6
772,Upper middle class,52,10,MiddleAge,not frequent,72258.0,1525,70733.0,Upper middle,Graduate,no,no,1,0,522,1,0,522,227,120,134,2,6,9,5,2,no,no,no,no,no,no,no,0,22,0.09090909090909091,0.22727272727272727,0.2727272727272727,0.4090909090909091,0.16666666666666666,22
773,Upper middle class,49,9,MiddleAge,frequent,71466.0,1242,70224.0,Upper middle,Post graduate,no,no,0,0,412,0,12,546,78,182,0,1,4,4,10,1,no,no,no,no,no,no,no,0,19,0.05263157894736842,0.5263157894736842,0.21052631578947367,0.21052631578947367,0.08333333333333333,19
774,Lowest,47,9,MiddleAge,not frequent,36283.0,34,36249.0,Lower middle,Graduate,yes,yes,2,1,6,1,5,5,8,0,5,2,1,0,3,4,no,no,no,no,no,no,no,0,6,0.3333333333333333,0.5,0.16666666666666666,0.0,0.3333333333333333,6
775,Lowest,53,9,MiddleAge,not frequent,20587.0,28,20559.0,Low,Graduate,no,no,1,1,2,0,3,6,4,1,9,1,1,1,2,7,no,no,no,no,no,no,no,0,5,0.2,0.4,0.2,0.2,0.5833333333333334,5
776,Lowest,51,9,MiddleAge,not frequent,30467.0,27,30440.0,Lower middle,Graduate,yes,yes,1,1,1,0,3,8,2,5,5,1,1,0,2,7,no,no,no,no,no,no,no,0,4,0.25,0.5,0.25,0.0,0.5833333333333334,4
777,Lowest,51,10,MiddleAge,not frequent,31590.0,40,31550.0,Lower middle,Graduate,yes,yes,1,1,6,0,2,15,6,6,3,1,1,0,3,8,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.6666666666666666,5
778,Lowest,37,11,Young,not frequent,20425.0,69,20356.0,Low,Undergraduate,yes,yes,1,1,4,0,12,5,3,16,17,2,2,0,3,7,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.5833333333333334,7
779,Lowest,63,9,MiddleAge,frequent,17144.0,49,17095.0,Low,Post graduate,yes,yes,2,1,18,1,2,19,0,2,6,5,3,0,4,7,no,no,no,no,no,no,no,0,12,0.4166666666666667,0.3333333333333333,0.25,0.0,0.5833333333333334,12
780,Low,55,10,MiddleAge,not frequent,42564.0,861,41703.0,Lower middle,Post graduate,no,no,1,0,324,1,48,186,39,18,198,6,6,8,4,7,yes,no,no,no,no,no,yes,1,24,0.25,0.16666666666666666,0.25,0.3333333333333333,0.5833333333333334,24
781,Low,45,9,Young,not frequent,43783.0,638,43145.0,Lower middle,Post graduate,yes,yes,1,1,327,0,9,125,25,4,139,6,7,1,8,7,yes,no,no,no,no,no,no,1,22,0.2727272727272727,0.36363636363636365,0.3181818181818182,0.045454545454545456,0.5833333333333334,22
782,Low,47,11,MiddleAge,not frequent,40780.0,404,40376.0,Lower middle,Graduate,no,no,1,0,229,1,27,71,13,3,34,4,7,1,5,9,no,no,no,no,no,no,no,0,17,0.23529411764705882,0.29411764705882354,0.4117647058823529,0.058823529411764705,0.75,17
783,Upper middle class,78,10,Elderly,not frequent,62847.0,1780,61067.0,Upper middle,Post graduate,yes,no,0,0,521,0,168,706,80,76,61,1,3,6,4,2,no,no,no,no,no,no,no,0,14,0.07142857142857142,0.2857142857142857,0.21428571428571427,0.42857142857142855,0.16666666666666666,14
784,Lower middle,66,11,Elderly,frequent,82017.0,752,81265.0,Upper middle,Post graduate,yes,no,0,0,184,0,23,446,30,23,23,1,5,4,7,2,no,yes,yes,yes,no,no,yes,3,17,0.058823529411764705,0.4117647058823529,0.29411764705882354,0.23529411764705882,0.16666666666666666,17
785,Lowest,73,10,Elderly,not frequent,16813.0,58,16755.0,Low,Graduate,no,no,0,0,4,0,8,11,12,2,13,1,2,0,3,7,yes,no,no,no,no,no,no,1,6,0.16666666666666666,0.5,0.3333333333333333,0.0,0.5833333333333334,6
786,Lowest,45,10,Young,not frequent,51267.0,272,50995.0,Lower middle,Graduate,yes,yes,2,1,183,1,2,64,7,2,12,4,3,3,5,4,no,no,no,no,no,no,no,0,15,0.26666666666666666,0.3333333333333333,0.2,0.2,0.3333333333333333,15
787,Lowest,62,10,MiddleAge,frequent,46524.0,196,46328.0,Lower middle,Graduate,no,no,1,0,31,1,19,35,26,14,52,2,1,1,5,3,no,no,no,no,no,no,no,0,9,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.25,9
788,Low,61,10,MiddleAge,not frequent,45183.0,318,44865.0,Lower middle,Post graduate,no,no,0,0,219,0,3,60,12,9,12,1,4,1,7,7,no,yes,no,no,no,no,no,1,13,0.07692307692307693,0.5384615384615384,0.3076923076923077,0.07692307692307693,0.5833333333333334,13
789,Highest economic class,69,9,Elderly,frequent,70421.0,795,69626.0,Upper middle,Post graduate,yes,yes,1,0,479,1,28,136,75,14,35,3,10,3,7,6,no,no,no,no,no,no,no,0,23,0.13043478260869565,0.30434782608695654,0.43478260869565216,0.13043478260869565,0.5,23
790,Highest economic class,58,11,MiddleAge,not frequent,60161.0,1115,59046.0,Upper middle,Graduate,no,no,1,0,584,1,44,212,46,8,177,3,11,4,8,8,no,no,no,no,no,no,no,0,26,0.11538461538461539,0.3076923076923077,0.4230769230769231,0.15384615384615385,0.6666666666666666,26
791,Upper middle class,50,10,MiddleAge,frequent,73926.0,1671,72255.0,Upper middle,Graduate,yes,no,0,0,627,0,91,597,159,91,15,1,6,5,12,3,no,no,no,no,no,no,no,0,24,0.041666666666666664,0.5,0.25,0.20833333333333334,0.25,24
792,Lowest,55,10,MiddleAge,not frequent,19329.0,61,19268.0,Low,Graduate,yes,yes,1,1,24,0,1,16,12,2,5,3,4,0,3,8,no,no,no,no,no,no,no,0,10,0.3,0.3,0.4,0.0,0.6666666666666666,10
793,Highest economic class,53,10,MiddleAge,frequent,61872.0,578,61294.0,Upper middle,Post graduate,yes,yes,1,0,330,1,5,159,36,27,16,4,4,4,9,4,no,no,no,no,no,no,no,0,21,0.19047619047619047,0.42857142857142855,0.19047619047619047,0.19047619047619047,0.3333333333333333,21
794,Lowest,67,10,Elderly,frequent,46984.0,42,46942.0,Lower middle,Graduate,no,no,2,1,19,1,1,10,2,1,8,1,1,0,3,5,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.4166666666666667,5
795,Lowest,72,10,Elderly,frequent,34838.0,193,34645.0,Lower middle,Graduate,yes,yes,2,1,28,1,23,29,29,14,47,3,2,1,4,6,no,no,no,no,no,no,no,0,10,0.3,0.4,0.2,0.1,0.5,10
796,Upper middle class,79,10,Elderly,not frequent,82716.0,1315,81401.0,Upper middle,Post graduate,no,no,0,0,606,0,148,228,15,148,22,1,6,8,13,2,no,no,no,no,no,no,no,0,28,0.03571428571428571,0.4642857142857143,0.21428571428571427,0.2857142857142857,0.16666666666666666,28
797,Lower middle,65,10,Elderly,frequent,48192.0,1569,46623.0,Lower middle,Graduate,yes,no,0,0,1039,0,43,204,153,58,29,3,2,8,12,8,no,yes,no,yes,yes,no,yes,3,25,0.12,0.48,0.08,0.32,0.6666666666666666,25
798,Low,47,10,MiddleAge,frequent,49681.0,458,49223.0,Lower middle,Post graduate,yes,yes,2,0,411,2,0,26,0,0,21,6,7,1,7,7,no,no,no,no,no,no,no,0,21,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.047619047619047616,0.5833333333333334,21
799,Lowest,52,9,MiddleAge,frequent,56850.0,64,56786.0,Lower middle,Post graduate,yes,yes,1,0,34,1,1,19,2,7,0,1,1,1,3,2,no,no,no,no,no,no,no,0,6,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,6
800,Highest economic class,66,10,Elderly,not frequent,55267.0,433,54834.0,Lower middle,Graduate,yes,yes,1,0,161,1,28,136,32,3,45,4,3,4,6,3,no,no,no,no,no,no,no,0,17,0.23529411764705882,0.35294117647058826,0.17647058823529413,0.23529411764705882,0.25,17
801,Low,51,10,MiddleAge,frequent,59666.0,1080,58586.0,Upper middle,Graduate,yes,yes,2,1,623,1,53,178,23,17,133,7,3,2,8,8,no,yes,no,no,no,no,no,1,20,0.35,0.4,0.15,0.1,0.6666666666666666,20
802,Upper middle class,51,10,MiddleAge,not frequent,72504.0,1504,71000.0,Upper middle,Graduate,no,no,1,0,604,1,26,470,123,161,94,2,5,9,6,2,no,no,no,no,no,no,no,0,22,0.09090909090909091,0.2727272727272727,0.22727272727272727,0.4090909090909091,0.16666666666666666,22
803,Lowest,42,10,Young,not frequent,26872.0,82,26790.0,Low,Graduate,yes,no,0,0,3,0,10,8,3,16,32,1,1,1,2,6,no,no,no,no,no,no,no,0,5,0.2,0.4,0.2,0.2,0.5,5
804,Lowest,51,10,MiddleAge,not frequent,21359.0,50,21309.0,Low,Graduate,no,no,1,1,12,0,2,17,6,1,10,2,2,0,3,8,no,no,no,no,no,no,yes,0,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.6666666666666666,7
805,Upper middle class,48,9,MiddleAge,not frequent,73170.0,900,72270.0,Upper middle,Graduate,no,no,0,0,184,0,174,256,50,30,32,1,5,4,6,2,no,no,no,no,no,no,no,0,16,0.0625,0.375,0.3125,0.25,0.16666666666666666,16
806,Highest economic class,68,10,Elderly,frequent,52750.0,860,51890.0,Lower middle,Post graduate,yes,yes,1,0,393,1,0,239,90,69,69,6,5,7,9,4,no,no,no,no,no,no,no,0,27,0.2222222222222222,0.3333333333333333,0.18518518518518517,0.25925925925925924,0.3333333333333333,27
807,Upper middle class,37,10,Young,frequent,91820.0,1570,90250.0,High,Post graduate,yes,no,0,0,410,0,73,747,76,161,30,0,5,5,12,1,no,no,no,no,no,no,no,0,22,0.0,0.5454545454545454,0.22727272727272727,0.22727272727272727,0.08333333333333333,22
808,Highest economic class,53,9,MiddleAge,not frequent,65968.0,504,65464.0,Upper middle,Post graduate,yes,yes,1,0,376,1,9,83,19,4,4,2,5,4,7,3,no,no,no,no,no,no,no,0,18,0.1111111111111111,0.3888888888888889,0.2777777777777778,0.2222222222222222,0.25,18
809,Lowest,47,9,MiddleAge,frequent,30772.0,22,30750.0,Lower middle,Graduate,yes,yes,2,1,7,1,2,4,2,1,4,1,1,0,2,6,no,no,no,no,no,no,no,0,4,0.25,0.5,0.25,0.0,0.5,4
810,Highest economic class,69,11,Elderly,frequent,22507.0,570,21937.0,Low,Graduate,no,no,0,0,68,0,0,226,51,157,68,3,10,2,4,9,no,no,no,no,no,no,no,0,19,0.15789473684210525,0.21052631578947367,0.5263157894736842,0.10526315789473684,0.75,19
811,Highest economic class,51,9,MiddleAge,frequent,65685.0,783,64902.0,Upper middle,Graduate,yes,yes,1,0,642,1,14,49,0,7,57,1,9,2,9,5,no,no,no,no,no,no,no,0,21,0.047619047619047616,0.42857142857142855,0.42857142857142855,0.09523809523809523,0.4166666666666667,21
812,Lowest,45,10,Young,not frequent,25804.0,62,25742.0,Low,Graduate,yes,yes,1,1,8,0,7,9,13,6,12,2,2,0,3,8,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.6666666666666666,7
813,Lower middle,43,10,Young,not frequent,76412.0,1861,74551.0,Upper middle,Post graduate,no,no,0,0,840,0,53,804,23,71,17,1,5,4,8,3,no,no,yes,yes,no,no,yes,2,18,0.05555555555555555,0.4444444444444444,0.2777777777777778,0.2222222222222222,0.25,18
814,Lowest,51,10,MiddleAge,not frequent,22063.0,65,21998.0,Low,Graduate,yes,yes,1,1,7,0,10,13,3,11,11,2,2,0,3,7,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.5833333333333334,7
815,Low,62,9,MiddleAge,not frequent,57091.0,582,56509.0,Upper middle,Graduate,no,no,0,0,464,0,5,64,7,0,37,1,7,3,7,5,no,no,no,no,yes,no,yes,1,18,0.05555555555555555,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.4166666666666667,18
816,Lowest,60,10,MiddleAge,frequent,22419.0,165,22254.0,Low,Graduate,yes,no,0,0,30,0,3,47,19,21,42,1,3,2,2,8,no,no,no,no,no,no,no,0,8,0.125,0.25,0.375,0.25,0.6666666666666666,8
817,Lower middle,64,10,Elderly,frequent,87771.0,1995,85776.0,High,Graduate,yes,yes,1,0,1492,1,38,287,50,57,33,1,5,10,4,6,no,yes,yes,yes,yes,no,yes,4,20,0.05,0.2,0.25,0.5,0.5,20
818,Upper middle class,64,10,Elderly,frequent,78353.0,1698,76655.0,Upper middle,Graduate,no,no,1,0,752,1,122,476,39,153,34,1,10,2,11,8,no,no,no,no,no,no,no,0,24,0.041666666666666664,0.4583333333333333,0.4166666666666667,0.08333333333333333,0.6666666666666666,24
819,Lower middle,69,10,Elderly,frequent,93404.0,1631,91773.0,High,Graduate,yes,yes,3,1,1279,2,15,287,20,0,15,3,3,4,7,5,no,yes,yes,no,no,no,no,2,17,0.17647058823529413,0.4117647058823529,0.17647058823529413,0.23529411764705882,0.4166666666666667,17
820,Lowest,61,10,MiddleAge,frequent,37859.0,37,37822.0,Lower middle,Graduate,no,no,3,1,22,2,1,8,2,1,2,2,1,0,3,8,no,no,no,no,no,no,no,0,6,0.3333333333333333,0.5,0.16666666666666666,0.0,0.6666666666666666,6
821,Upper middle class,65,10,Elderly,frequent,80995.0,1510,79485.0,Upper middle,Post graduate,no,no,1,0,860,1,28,409,73,56,56,1,8,9,4,4,no,no,no,no,no,no,no,0,22,0.045454545454545456,0.18181818181818182,0.36363636363636365,0.4090909090909091,0.3333333333333333,22
822,Lowest,39,9,Young,not frequent,16529.0,22,16507.0,Low,Graduate,yes,yes,1,1,3,0,0,5,13,0,1,1,1,0,3,6,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.5,5
823,Lowest,47,10,MiddleAge,frequent,55412.0,68,55344.0,Lower middle,Post graduate,no,no,2,1,10,1,5,28,11,1,8,1,2,0,3,5,no,no,no,no,no,no,no,0,6,0.16666666666666666,0.5,0.3333333333333333,0.0,0.4166666666666667,6
824,Highest economic class,31,11,Young,frequent,48789.0,696,48093.0,Lower middle,Graduate,no,no,0,0,351,0,16,156,7,5,145,1,6,4,7,6,no,no,no,no,no,no,no,0,18,0.05555555555555555,0.3888888888888889,0.3333333333333333,0.2222222222222222,0.5,18
825,Low,56,10,MiddleAge,not frequent,56575.0,547,56028.0,Lower middle,Post graduate,yes,yes,2,0,421,2,5,90,0,16,10,3,7,3,7,5,no,no,no,no,no,no,no,0,20,0.15,0.35,0.35,0.15,0.4166666666666667,20
826,Lowest,43,10,Young,not frequent,25130.0,55,25075.0,Low,Graduate,yes,yes,1,1,2,0,5,7,0,18,18,2,2,0,3,7,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.5833333333333334,7
827,Lowest,56,10,MiddleAge,frequent,35441.0,40,35401.0,Lower middle,Graduate,yes,yes,2,1,25,1,1,9,2,1,1,2,1,0,3,8,no,no,no,no,no,no,no,0,6,0.3333333333333333,0.5,0.16666666666666666,0.0,0.6666666666666666,6
828,Upper middle class,67,10,Elderly,frequent,71391.0,1166,70225.0,Upper middle,Graduate,yes,yes,1,0,336,1,123,274,46,123,141,5,6,5,12,3,no,no,no,no,no,no,no,0,28,0.17857142857142858,0.42857142857142855,0.21428571428571427,0.17857142857142858,0.25,28
829,Low,51,10,MiddleAge,not frequent,49494.0,394,49100.0,Lower middle,Post graduate,no,no,1,1,191,0,9,97,0,6,82,2,6,1,5,7,no,no,no,no,no,no,no,0,14,0.14285714285714285,0.35714285714285715,0.42857142857142855,0.07142857142857142,0.5833333333333334,14
830,Upper middle class,43,11,Young,frequent,81702.0,1683,80019.0,Upper middle,Graduate,no,no,0,0,563,0,50,774,28,31,187,1,7,7,12,3,no,no,no,no,no,no,no,0,27,0.037037037037037035,0.4444444444444444,0.25925925925925924,0.25925925925925924,0.25,27
831,Lowest,43,10,Young,not frequent,45889.0,46,45843.0,Lower middle,Graduate,no,no,1,0,31,1,0,6,0,1,8,1,1,0,3,6,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.5,5
832,Highest economic class,46,9,MiddleAge,not frequent,56628.0,766,55862.0,Lower middle,Graduate,no,no,1,0,479,1,5,82,7,17,171,2,7,6,5,5,yes,no,no,no,no,no,no,1,20,0.1,0.25,0.35,0.3,0.4166666666666667,20
833,Lowest,73,10,Elderly,not frequent,34026.0,82,33944.0,Lower middle,Graduate,yes,yes,2,1,18,1,6,15,12,8,17,3,2,1,3,5,no,no,no,no,no,no,no,0,9,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.4166666666666667,9
834,Lowest,49,11,MiddleAge,frequent,40049.0,355,39694.0,Lower middle,Graduate,yes,yes,1,0,91,1,65,52,10,44,28,3,3,2,6,5,no,no,no,no,no,no,no,0,14,0.21428571428571427,0.42857142857142855,0.21428571428571427,0.14285714285714285,0.4166666666666667,14
835,Lowest,35,9,Young,not frequent,34176.0,96,34080.0,Lower middle,Graduate,no,no,1,1,5,0,7,24,19,14,20,4,3,0,4,6,no,no,no,no,no,no,no,0,11,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.0,0.5,11
836,Lowest,42,11,Young,frequent,19419.0,84,19335.0,Low,Graduate,yes,yes,1,1,2,0,14,28,16,3,7,4,4,0,3,9,no,no,no,no,no,no,no,0,11,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.0,0.75,11
837,Upper middle class,63,10,MiddleAge,not frequent,82504.0,1116,81388.0,Upper middle,Graduate,yes,no,0,0,362,0,50,431,134,35,54,1,3,6,7,1,no,no,no,no,no,no,no,0,17,0.058823529411764705,0.4117647058823529,0.17647058823529413,0.35294117647058826,0.08333333333333333,17
838,Lower middle,53,9,MiddleAge,not frequent,81205.0,2083,79122.0,Upper middle,Graduate,yes,no,0,0,724,0,74,929,97,55,130,1,5,6,7,2,yes,no,yes,no,yes,no,yes,3,19,0.05263157894736842,0.3684210526315789,0.2631578947368421,0.3157894736842105,0.16666666666666666,19
839,Upper middle class,32,11,Young,not frequent,61618.0,1436,60182.0,Upper middle,Graduate,no,no,0,0,605,0,91,399,0,45,205,2,3,6,8,3,no,no,no,no,no,no,no,0,19,0.10526315789473684,0.42105263157894735,0.15789473684210525,0.3157894736842105,0.25,19
840,Low,67,11,Elderly,frequent,55284.0,771,54513.0,Lower middle,Post graduate,no,no,1,0,547,1,7,140,0,7,63,3,7,5,8,5,no,no,no,no,no,no,no,0,23,0.13043478260869565,0.34782608695652173,0.30434782608695654,0.21739130434782608,0.4166666666666667,23
841,Lowest,60,10,MiddleAge,frequent,49980.0,196,49784.0,Lower middle,Graduate,no,no,1,0,104,1,1,54,13,9,14,2,3,1,5,5,no,no,no,no,no,no,no,0,11,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.4166666666666667,11
842,Lowest,43,10,Young,frequent,15072.0,55,15017.0,Low,Graduate,yes,yes,2,2,8,0,2,15,0,10,18,4,3,1,3,5,no,no,no,no,no,no,no,0,11,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.4166666666666667,11
843,Lowest,49,10,MiddleAge,not frequent,49166.0,370,48796.0,Lower middle,Graduate,no,no,1,0,224,1,2,25,7,0,110,2,5,3,3,6,no,no,no,no,no,no,no,0,13,0.15384615384615385,0.23076923076923078,0.38461538461538464,0.23076923076923078,0.5,13
844,Highest economic class,69,9,Elderly,not frequent,65324.0,544,64780.0,Upper middle,Post graduate,yes,yes,1,0,384,1,0,102,21,32,5,3,6,2,9,4,no,no,no,no,no,no,no,0,20,0.15,0.45,0.3,0.1,0.3333333333333333,20
845,Upper middle class,66,11,Elderly,not frequent,82347.0,1907,80440.0,Upper middle,Graduate,yes,no,0,0,556,0,54,845,202,133,63,1,7,7,10,3,yes,no,no,yes,no,no,no,2,25,0.04,0.4,0.28,0.28,0.25,25
846,Lowest,57,9,MiddleAge,not frequent,30843.0,35,30808.0,Lower middle,Post graduate,yes,yes,2,1,24,1,0,2,0,0,9,2,1,1,2,5,yes,no,no,no,no,no,no,1,6,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.4166666666666667,6
847,Low,49,9,MiddleAge,not frequent,46374.0,446,45928.0,Lower middle,Post graduate,yes,yes,1,0,408,1,0,21,0,0,17,3,7,1,7,8,no,yes,no,yes,no,no,yes,2,18,0.16666666666666666,0.3888888888888889,0.3888888888888889,0.05555555555555555,0.6666666666666666,18
848,Upper middle class,44,10,Young,not frequent,60474.0,1379,59095.0,Upper middle,Graduate,no,no,1,0,265,1,199,303,234,9,170,7,10,2,12,7,no,no,no,no,no,no,no,0,31,0.22580645161290322,0.3870967741935484,0.3225806451612903,0.06451612903225806,0.5833333333333334,31
849,Lowest,50,9,MiddleAge,not frequent,38576.0,41,38535.0,Lower middle,Post graduate,yes,yes,1,0,34,1,0,7,0,0,0,1,1,0,3,7,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.5833333333333334,5
850,Highest economic class,38,10,Young,frequent,55357.0,791,54566.0,Lower middle,Graduate,yes,yes,2,2,374,0,64,116,84,25,64,3,6,2,11,5,no,no,no,no,no,no,no,0,22,0.13636363636363635,0.5,0.2727272727272727,0.09090909090909091,0.4166666666666667,22
851,Lowest,57,11,MiddleAge,not frequent,37758.0,42,37716.0,Lower middle,Graduate,yes,yes,2,1,27,1,2,10,0,0,1,2,1,0,3,8,no,no,no,no,no,no,no,0,6,0.3333333333333333,0.5,0.16666666666666666,0.0,0.6666666666666666,6
852,Upper middle class,34,10,Young,not frequent,85710.0,1082,84628.0,High,Graduate,yes,no,0,0,600,0,20,350,29,30,33,1,6,9,10,2,no,no,yes,no,no,no,no,1,26,0.038461538461538464,0.38461538461538464,0.23076923076923078,0.34615384615384615,0.16666666666666666,26
853,Lowest,54,9,MiddleAge,frequent,23228.0,42,23186.0,Low,Graduate,yes,yes,1,1,13,0,2,18,6,1,0,2,2,0,3,8,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.6666666666666666,7
854,Low,54,9,MiddleAge,not frequent,44602.0,294,44308.0,Lower middle,Post graduate,yes,yes,2,1,167,1,2,89,0,0,34,6,6,1,4,8,no,no,no,no,no,no,no,0,17,0.35294117647058826,0.23529411764705882,0.35294117647058826,0.058823529411764705,0.6666666666666666,17
